nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
Gluttony,Gluttony,DC Extended Universe,https://www.superherodb.com/gluttony/10-27553/,65,65,65,40,60,65,3,,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump', 'Shapeshifting', 'DC Comics', 'DCEU - DC Extended Universe', 'Gluttony', 'Hesperus', 'RatnikNaSjeveru2005', 'Tigerking2020', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Gluttony
Yalan Gur,Green Lantern,DC Extended Universe,https://www.superherodb.com/green-lantern/10-27159/,65,75,25,40,65,70,3,,"['Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Lantern Power Ring', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Animation', 'Dexterity', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Projection', 'Radiation Immunity', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'DC Comics', 'DCEU - DC Extended Universe', 'Green Lantern', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Green Lantern
Harleen Quinzel,Harley Quinn,DC Extended Universe,https://www.superherodb.com/harley-quinn/10-12608/,60,5,8,10,10,80,1,,"['Durability', 'Peak Human Condition', 'Stamina', 'Acrobatics', 'Agility', 'Dexterity', 'Insanity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'The Fourth Wall', 'Weapon-based Powers', 'Weapons Master', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Harley Quinn', 'Anti-heroes', 'My Dceu Batman Trilogy', 'My Favorite Characters ⭐ Pcf Updated', 'Roleplaying Collection', 'White Ranked Warriors', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Harley Quinn
Carter Hall,Hawkman,DC Extended Universe,https://www.superherodb.com/hawkman/10-27879/,65,30,25,25,50,80,2,,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Energy Constructs', 'Energy Resistance', 'Flight', 'Heat Resistance', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Vehicular Mastery', 'Vision - Infrared', 'Weapon-based Powers', 'Weapons Master', 'Berserk Mode', 'Power Suit', 'DC Comics', 'DCEU - DC Extended Universe', 'Hawkman', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Hawkman
,Hespera,DC Extended Universe,https://www.superherodb.com/hespera/10-27883/#user,0,0,0,0,0,0,0,,"['DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Hespera
Helena Bertinelli,Huntress,DC Extended Universe,https://www.superherodb.com/huntress/10-18621/,50,1,1,5,5,50,1,,"['Peak Human Condition', 'Stamina', 'Acrobatics', 'Marksmanship', 'Reflexes', 'Stealth', 'Master Martial Artist', 'DC Comics', 'DCEU - DC Extended Universe', 'Huntress', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Huntress
Incubus,Incubus,DC Extended Universe,https://www.superherodb.com/incubus/10-15960/,55,30,6,30,50,30,2,,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Accelerated Healing', 'Death Touch', 'Elasticity', 'Force Fields', 'Heat Resistance', 'Large Size', 'Longevity', 'Magic', 'Mind Control', 'Natural Armor', 'Natural Weapons', 'Possession', 'Reflexes', 'Regeneration', 'Resurrection', 'Transformation', 'DCEU - DC Extended Universe', 'Incubus', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Incubus
,Joker,DC Extended Universe,https://www.superherodb.com/joker/10-12707/,65,1,7,5,10,45,1,,"['Durability', 'Intelligence', 'Insanity', 'Intimidation', 'Master Tactician', 'Reflexes', 'Stamina', 'Weapons Master', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Joker', 'My Dceu Batman Trilogy', 'Roleplaying Collection', 'Zack Snyder’s Justice League (2021)', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Joker
,Jor-El,DC Extended Universe,https://www.superherodb.com/jor-el/10-29663/,80,1,6,10,10,80,1,,"['Intelligence', 'Master Martial Artist', 'Marksmanship', 'Weapon-based Powers', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Jor-El', 'Tigerking2020', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Jor-El
,Judomaster,DC Extended Universe,https://www.superherodb.com/judomaster/10-44243/,60,1,6,15,10,100,1,,"['Acrobatics', 'Agility', 'Durability', 'Master Martial Artist', 'Pressure Points', 'Reflexes', 'Stamina', 'Dexterity', 'Endurance', 'Grappling/Climbing', 'Jump', 'Ninjutsu', 'Pain Suppression', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Judomaster
Karathen,Karathen,DC Extended Universe,https://www.superherodb.com/karathen/10-16145/,75,95,25,50,60,30,3,,"['Accelerated Healing', 'Durability', 'Stamina', 'Super Strength', 'Large Size', 'Longevity', 'Natural Armor', 'Natural Weapons', 'Reflexes', 'Telepathy', 'Underwater breathing', 'DC Comics', 'DCEU - DC Extended Universe', 'JaviChat', 'Tigerking2020', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Karathen
Tatsu Yamashiro,Katana,DC Extended Universe,https://www.superherodb.com/katana/10-13966/,55,1,7,9,15,80,1,,"['Acrobatics', 'Master Martial Artist', 'Peak Human Condition', 'Stamina', 'Stealth', 'Super Strength', 'Swordsmanship', 'Agility', 'Durability Negation', 'Marksmanship', 'Reflexes', 'Soul Manipulation', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Katana', 'Roleplaying Collection', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Katana
Waylon Jones,Killer Croc,DC Extended Universe,https://www.superherodb.com/killer-croc/10-13849/,45,25,14,20,30,40,1,,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Animal Attributes', 'Animal Oriented Powers', 'Jaw Strength', 'Reflexes', 'Stealth', 'Underwater breathing', 'Natural Armor', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Killer Croc', 'My Dceu Batman Trilogy', 'Roleplaying Collection', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Killer Croc
,King Nereus,DC Extended Universe,https://www.superherodb.com/king-nereus/10-19144/,70,45,30,25,45,75,2,,"['Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Underwater breathing', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Energy Blasts', 'Fire Resistance', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",King Nereus
Nanaue,King Shark,DC Extended Universe,https://www.superherodb.com/king-shark/10-27933/,50,30,17,25,40,40,1,1+,"['Animal Attributes', 'Animal Oriented Powers', 'Bloodlust', 'Durability', 'Enhanced Smell', 'Stamina', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Agility', 'Amphibious Respiration', 'Animal Control', 'Cold Resistance', 'Empathy', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Hunters Instinct', 'Instinctive Reaction', 'Jump', 'Pain Suppression', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Sonar', 'Stealth', 'Surface Scaling', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Berserk Mode', 'Divine Powers', 'Electricity Resistance', 'Energy Resistance', 'Invulnerability', 'Large Size', 'Mind Control Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'King Shark', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",King Shark
Alexander Joseph Luthor,Lex Luthor,DC Extended Universe,https://www.superherodb.com/lex-luthor/10-12706/,80,1,1,5,1,15,1,,"['Intelligence', 'Master Tactician', 'DC Comics', 'DCEU - DC Extended Universe', 'Lex Luthor', 'Batman V Superman: Dawn Of Justice (2016)', 'Zack Snyder’s Justice League (2021)', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Lex Luthor
Lust,Lust,DC Extended Universe,https://www.superherodb.com/lust/10-27555/,65,65,65,40,60,65,3,,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Lust', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Lust
Mera,Mera,DC Extended Universe,https://www.superherodb.com/mera/10-12709/,65,30,25,30,45,70,2,,"['Agility', 'Durability', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Blood Manipulation', 'Cold Resistance', 'Endurance', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Underwater breathing', 'Water Control', 'Weapons Master', 'Dexterity', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Master Tactician', 'Regeneration', 'DC Comics', 'DCEU - DC Extended Universe', 'Mera', 'Zack Snyder’s Justice League (2021)', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Mera
Victor Zsasz,Mister Zsasz,DC Extended Universe,https://www.superherodb.com/mister-zsasz/10-25224/,50,1,1,5,5,30,0,,"['Insanity', 'DC Comics', 'DCEU - DC Extended Universe', 'Mister Zsasz', 'My Dceu Batman Trilogy', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Mister Zsasz
Nam-Ek,Nam-Ek,DC Extended Universe,https://www.superherodb.com/nam-ek/10-15087/,65,95,50,40,70,65,3,,"['Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Agility', 'Marksmanship', 'Master Martial Artist', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Stealth', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Chronicler', 'Walid27', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Nam-Ek
,Nuidis Vulko,DC Extended Universe,https://www.superherodb.com/nuidis-vulko/10-19152/,65,30,25,20,40,90,1,,"['Agility', 'Intelligence', 'Master Tactician', 'Sonar', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Animal Control', 'Master Martial Artist', 'Water Control', 'Weapons Master', 'Indomitable Will', 'Longevity', 'Preparation', 'DC Comics', 'DCEU - DC Extended Universe', 'Zack Snyder’s Justice League (2021)', 'Walid27', 'Chronicler', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Nuidis Vulko
Orm Marius,Ocean Master,DC Extended Universe,https://www.superherodb.com/ocean-master/10-15630/,65,55,30,35,50,90,3,,"['Underwater breathing', 'Water Control', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Invulnerability', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Stealth', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Animal Control', 'Element Control', 'DC Comics', 'DCEU - DC Extended Universe', 'Ocean Master', 'Movie Heroes', 'ForJustice1324', 'Hesperus', 'Walid27', 'Chronicler', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Ocean Master
,Parademon,DC Extended Universe,https://www.superherodb.com/parademon/10-26635/,55,25,17,10,20,60,1,,"['Durability', 'Endurance', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Energy Blasts', 'Jump', 'Longevity', 'Radiation Immunity', 'Reflexes', 'Stealth', 'Toxin and Disease Resistance', 'Electricity Resistance', 'Fire Resistance', 'Flight', 'Marksmanship', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', '#shdb - Horde Characters', 'Hesperus', 'ForJustice1324', 'Walid27', 'Chronicler', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Parademon
Christopher Smith,Peacemaker,DC Extended Universe,https://www.superherodb.com/peacemaker/10-21441/,65,5,7,15,20,80,1,,"['Intelligence', 'Marksmanship', 'Peak Human Condition', 'Stamina', 'Stealth', 'Weapons Master', 'Agility', 'Dexterity', 'Endurance', 'Indomitable Will', 'Master Martial Artist', 'Reflexes', 'Vision - X-Ray', 'Acrobatics', 'Explosion Manipulation', 'Master Tactician', 'Shockwaves Generation', 'Swordsmanship', 'Toxin and Disease Control', 'Weapon-based Powers', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Peacemaker', 'Roleplaying Collection', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'Walid27', 'Chronicler', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Peacemaker
Penthesileia,Penthesileia,DC Extended Universe,https://www.superherodb.com/penthesileia/10-22549/,60,65,50,35,50,95,2,,"['Endurance', 'Godly Physiology', 'Indomitable Will', 'Jump', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Stealth', 'DCEU - DC Extended Universe', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'Walid27', 'Chronicler', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Penthesileia
Philippus,Philippus,DC Extended Universe,https://www.superherodb.com/philippus/10-22550/,55,75,50,35,35,75,2,,"['Durability', 'Immortality', 'Jump', 'Stamina', 'Super Speed', 'Super Strength', 'Indomitable Will', 'DC Comics', 'DCEU - DC Extended Universe', 'Philippus', 'Chronicler', 'Walid27', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Philippus
Abner Krill,Polka-Dot Man,DC Extended Universe,https://www.superherodb.com/polka-dot-man/10-27931/,60,1,6,10,35,35,1,,"['Energy Blasts', 'Intelligence', 'Power Suit', 'Acrobatics', 'Awakened Power', 'Creation', 'Explosion Manipulation', 'Heat Generation', 'Insanity', 'Natural Weapons', 'Petrification', 'Summoning', 'Weapon Creation', 'Durability Negation', 'Endurance', 'Illumination', 'Marksmanship', 'Reflexes', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Chronicler', 'Walid27', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Polka-Dot Man
Atlanna,Queen Atlanna,DC Extended Universe,https://www.superherodb.com/queen-atlanna/10-19143/,70,30,25,30,50,75,2,,"['Durability', 'Enhanced Sight', 'Intelligence', 'Reflexes', 'Stamina', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Smell', 'Force Fields', 'Jump', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Stealth', 'Vision - Night', 'Water Control', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Chronicler', 'Walid27', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Queen Atlanna
Hippolyta,Queen Hippolyta,DC Extended Universe,https://www.superherodb.com/queen-hippolyta/10-31302/,85,30,25,30,40,100,2,,"['Intelligence', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Heat Resistance', 'Indomitable Will', 'Jump', 'Longevity', 'Reflexes', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Magic', 'Omnilingualism', 'DC Comics', 'DCEU - DC Extended Universe', 'Hippolyta', 'Zack Snyder’s Justice League (2021)', 'Walid27', 'Chronicler', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Queen Hippolyta
Cleo Cazo,Ratcatcher,DC Extended Universe,https://www.superherodb.com/ratcatcher/10-27930/,65,1,6,5,10,20,1,,"['Animal Control', 'Intelligence', 'Peak Human Condition', 'Homing Attack', 'Stealth', 'Summoning', 'Weapon-based Powers', 'Acrobatics', 'Animal Attributes', 'Animal Oriented Powers', 'Endurance', 'Illumination', 'Marksmanship', 'Mind Control', 'Reflexes', 'DC Comics', 'DCEU - DC Extended Universe', 'Ratcatcher', 'Chronicler', 'Walid27', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Ratcatcher
,Rick Flag,DC Extended Universe,https://www.superherodb.com/rick-flag/10-19136/,55,1,6,10,10,70,1,,"['Durability', 'Marksmanship', 'Peak Human Condition', 'Stamina', 'Weapons Master', 'Endurance', 'Master Martial Artist', 'Master Tactician', 'Stealth', 'Reflexes', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Rick Flag', 'Hesperus', 'Walid27', 'Chronicler', 'Tigerking2020', 'ForJustice1324', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Rick Flag
Ishmael Gregor,Sabbac,DC Extended Universe,https://www.superherodb.com/sabbac/10-51472/,70,100,50,45,75,70,3,,"['Agility', 'Cold Resistance', 'Demon Physiology', 'Dexterity', 'Endurance', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Hellfire Manipulation', 'Hellfire Resistance', 'Intelligence', 'Invulnerability', 'Levitation', 'Longevity', 'Magic', 'Reflexes', 'Stamina', 'Summoning', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acid Resistants', 'Electricity Resistance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Necromancy', 'Radiation Immunity', 'Regeneration', 'Soul Manipulation', 'Soul Resistance', 'Transformation', 'Weapons Master', 'Magic Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Walid27', 'yes', 'Rotemeg', 'Hesperus', 'Chronicler', 'Tigerking2020', 'ForJustice1324', 'JaviChat', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Sabbac
Brian Durlin,Savant,DC Extended Universe,https://www.superherodb.com/savant/10-27928/,55,1,1,5,10,40,1,,"['Stamina', 'Insanity', 'Marksmanship', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'yes', 'Hesperus', 'Walid27', 'Rotemeg', 'Chronicler', 'ForJustice1324', 'JaviChat', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Savant
Billy Batson,Shazam,DC Extended Universe,https://www.superherodb.com/shazam/10-14488/,60,95,60,40,70,30,3,3,"['Agility', 'Cold Resistance', 'Divine Powers', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Intelligence', 'Levitation', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Afterimage Creation', 'Bullet Time', 'Electrical Transport', 'Electrokinesis', 'Element Control', 'Energy Blasts', 'Energy Manipulation', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Indomitable Will', 'Invulnerability', 'Jump', 'Light Control', 'Longevity', 'Magic', 'Power Bestowal', 'Radiation Immunity', 'Regeneration', 'Toxin and Disease Resistance', 'Transformation', 'Dexterity', 'Hope Inducement', 'Teleportation', 'DC Comics', 'DCEU - DC Extended Universe', 'Shazam Family', 'Shazam', 'Red Ranked Warriors', 'yes', 'Tigerking2020', 'Hesperus', 'Walid27', 'Rotemeg', 'Chronicler', 'ForJustice1324', 'JaviChat', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Shazam
Christopher Weiss,Slipknot,DC Extended Universe,https://www.superherodb.com/slipknot/10-15959/,45,1,1,5,5,30,0,,"['Weapons Master', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Chronicler', 'Walid27', 'yes', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Slipknot
